rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
333,egonbeaart.nl,C6,2,0.31,LOW (DR <30),estimated,2025-09,https://egonbeaart.nl/,Persoonlijk Leiderschap (homepage),coach,Individuele professionals en leidinggevenden die persoonlijk leiderschap willen ontwikkelen.,Persoonlijke expert-site met weinig verse blog-content; beperkte HR-reach.,Zenuwstelsel-regulatie als fundament onder persoonlijk leiderschap en zelfregie.,geen info gevonden,niet gevonden,Expert-blog over persoonlijk leiderschap,leiderschap blog Nederland gastauteur,WebSearch,E
334,fooks.nl,C10,2,0.31,LOW (DR <30),estimated,2025-2026,https://www.fooks.nl/blogs-en-nieuws-van-fooks/nieuwe-cao-voor-de-horeca-dit-zijn-de-veranderingen,Nieuwe CAO voor de horeca 2025-2026: dit zijn de veranderingen,werkgever,Horecaondernemers en hun medewerkers die payroll en CAO-zaken willen begrijpen.,"Payroll voor horeca, geen verzuimsoftware-focus zoals first_impression suggereert; doelgroep horecaondernemers; thematisch matig passend.",Verzuim in horeca terugdringen via zenuwstelsel-regulatie bij hoge werkdruk en onregelmatige diensten.,geen info gevonden,niet gevonden,Verzuimsoftware-aanbieder met blog over verzuim op de werkvloer,verzuimsoftware blog Nederland werkgever,WebSearch,C
335,lmi-nl.com,C6,2,0.31,LOW (DR <30),estimated,2025-08,https://www.lmi-nl.com/category/persoonlijk-leiderschap/,Persoonlijk Leiderschap (categorie),ondernemer,Ondernemers en leidinggevenden die leiderschapstraining zoeken via internationale LMI-methodiek.,Lokale leiderschapsschool met beperkte blog-stroom; weinig directe HR/verzuim-context.,Persoonlijk leiderschap en zelfregulatie: zenuwstelsel als motor onder leiderschapsgedrag.,geen info gevonden,niet gevonden,LMI Nederland blog over effectief leiderschap en teammotivatie,leiderschap blog Nederland gastauteur,WebSearch,E
336,rondomwerk.nl,C2,2,0.31,LOW (DR <30),estimated,2025-09-17,https://www.rondomwerk.nl/,Goede mensen behouden in je organisatie,arbo,"Werkgevers en HR die arbodienst, re-integratie en outplacement zoeken (regionaal: Rotterdam, Utrecht etc.).",Kleine regionale arbodienst; beperkte content-output en lage DR; matig voor gastartikel.,Maatwerk arbodienst en zenuwstelsel-aanpak: hoe een persoonlijke arbocoach burn-out herkent voor de bedrijfsarts.,geen info gevonden,niet gevonden,Maatwerk arbodienst met informatieve content.,arbodienst Nederland,WebSearch,A
337,stavv.nl,C16,2,0.31,LOW (DR <30),estimated,2025-10-01,https://www.stavv.nl/vacatures/277/adviseur-werkklimaat,Vacature Adviseur Werkklimaat (okt 2025 - apr 2026),HR,HR-professionals en werkgevers die HR-detachering en recruitment van HR-rollen zoeken (niet verzuimbureau).,"First_impression klopt niet — STAVV is HR-detacheerder/recruiter, geen verzuimbureau; geen blog zichtbaar; mismatch voor gastartikel.",Recruiters helpen om kandidaten voor HR-rollen te informeren over zenuwstelsel-regulatie als skill voor leiderschap.,geen info gevonden,niet gevonden,Verzuimbureau met blog over re-integratie en casemanagement.,casemanager re-integratie,WebSearch,C
338,wspzkij.nl,C9,2,0.31,LOW (DR <30),estimated,2025-2026,https://www.wspzkij.nl/nieuws/praktijkleren-met-praktijkverklaring,Praktijkleren met praktijkverklaring (WSP ZKIJ),werkgever,Werkgevers in Zuid-Kennemerland en IJmond die op zoek zijn naar inclusieve werknemers en subsidies.,Regionaal werkgeversservicepunt met focus op inclusie en banenmarkten; thema verzuim/burn-out is randgeval voor hun publicatieprogramma.,Inclusief werkgeverschap en zenuwstelsel-bewustzijn: hoe inclusieve organisaties uitval bij kwetsbare medewerkers voorkomen.,geen info gevonden,niet gevonden,WSP Zuid-Kennemerland/IJmond met verslagen en artikelen over inclusie.,WSP werkgeversservicepunt artikel,WebSearch,C
339,duurzameinzetbaarheid.nl,C2,1,0.305,MEDIUM (DR 30-60),estimated,2025,https://www.duurzameinzetbaarheid.nl/subsidies,Subsidies MDIEU,geen-match,"Officieel: HR, arbo, OR en werkgevers; actuele homepage lijkt echter gekaapt door casino-content.",Search-snippet wijst op compromittering (casino-content op homepage) — risico op verlies van platformwaarde en SEO-toxiciteit; niet geschikt voor outreach.,Niet geschikt — site lijkt gekaapt; eventueel pas overwegen na verificatie dat originele redactie weer actief is.,geen info gevonden,niet gevonden,Kennisportal duurzame inzetbaarheid met praktijkvoorbeelden en interventies.,duurzame inzetbaarheid platform,WebSearch,D
340,mindfullife.nl,C16,1,0.305,LOW (DR <30),estimated,2026,https://mindfullife.nl/agenda/,Agenda mindfulnesstrainingen,coach,Particulieren in regio Amersfoort die mindfulness-trainingen volgen via Centrum Inanna.,"Lokale trainer met particuliere klanten, geen werkgevers- of HR-publiek; mismatch met pitch-doelgroep.",Geen sterke invalshoek voor HR-pitch; meer geschikt voor B2C zenuwstelsel-content.,geen info gevonden,niet gevonden,Mindfulness-aanbieder met content over mindfulness op de werkvloer.,mindfulness op werk,WebSearch,E
341,sensgezondheidszorg.nl,C16,1,0.305,LOW (DR <30),estimated,2026,https://www.sensgezondheidszorg.nl/tarieven/,Tarieven 2026 (incl. psychosomatische fysiotherapie),zorgprof,"Particuliere clienten in Tilburg voor osteopathie, fysiotherapie en psychosomatische therapie.",Lokale praktijksite zonder zichtbare blog; consumentenfocus; nauwelijks geschikt als gastartikel-platform voor HR-publiek.,Niet geschikt voor outreach — eventueel content-partner-overweging in lokale context.,geen info gevonden,niet gevonden,Zorginstelling met informatieve content over psychosomatiek.,psychosomatische fysiotherapie,WebSearch,D
342,vakbladijs.nl,C2,1,0.305,LOW (DR <30),estimated,2026,https://vakbladijs.nl/nieuws/voorbereidingen-ijsvak-wedstrijden-2026-in-volle-gang,Voorbereidingen IJsVak-Wedstrijden 2026,geen-match,"IJsbereiders en ondernemers in de Nederlandse ijssector — vakblad voor ambachtelijke ijsmakers, NIET inkomenszekerheid.","Naamverwarring: dit is Vakblad IJS (ijsbereiders), niet vakblad inkomenszekerheid. Volledige mismatch — first_impression onjuist.",Niet relevant; verkeerd vakblad.,geen info gevonden,niet gevonden,Vakblad inkomenszekerheid met nieuws over re-integratie en loondoorbetaling.,re-integratie vakblad NL,WebSearch,E
343,waarderpolder.nl,C9,1,0.305,LOW (DR <30),estimated,2026,https://www.waarderpolder.nl/boete-overtreders-nul-emissiezone-haarlem/,Boete overtreders nul-emissiezone Haarlem,werkgever,"Bedrijven en werkgevers op bedrijventerrein Waarderpolder (Haarlem); thema's duurzaamheid, mobiliteit en circulariteit.",Bedrijventerrein-platform met focus op mobiliteit/duurzaamheid; geen HR/welzijn-doelgroep — mismatch voor verzuim/burn-out-content.,"Niet relevant — content is bedrijventerrein-logistiek, geen werknemerswelzijn.",geen info gevonden,niet gevonden,Bedrijventerrein-platform met artikelen over inclusief werkgeverschap.,WSP werkgeversservicepunt artikel,WebSearch,F
344,draai.nu,C2,2,0.301,unknown,estimated,niet gevonden,niet gevonden,niet gevonden,arbo,Vermoedelijk register-casemanagers (RCMS) en re-integratieprofessionals.,Geen recente content gevonden via WebSearch — site is mogelijk vooral besloten portaal voor leden; geen open blogkanaal zichtbaar.,Voor casemanagers: zenuwstelsel-kennis als praktische tool bij re-integratie van burn-out-trajecten.,geen info gevonden,niet gevonden,RSC-portaal met content voor specialistisch casemanagers.,RCMS casemanagement,WebSearch,D
345,interimworx.nl,C15,2,0.295,LOW (DR <30),estimated,2024,https://interimworx.nl/interimworx-en-phocus-samen-sterker-in-hr-en-salarisadministratie/,InterimWorX en PHOCUS: Samen sterker in HR en salarisadministratie,HR,HR- en salarisadministratie-professionals en opdrachtgevers in de zorg.,Detacheringssite met beperkte recente content; sterke HR/zorg-koppeling maar weinig actieve blog/gastauteur-route zichtbaar.,Zenuwstelselregulatie als retentie-instrument voor interim HR/salarisprofessionals in de zorg.,geen info gevonden,niet gevonden,Detacheerder HR in de zorg met sectorinformatie.,zorg HR blog Nederland,WebSearch,F
346,wijzerondernemen.nl,C5,2,0.295,LOW (DR <30),estimated,niet gevonden,https://wijzerondernemen.nl/home/,niet gevonden,ondernemer,"Ondernemers en ZZP'ers die zoeken naar tips over ondernemingsplan, autoverzekering en algemene ondernemerszaken.",Geen recente content gevonden (laatste sitemap-data 2019); domein wellicht inactief of low-traffic; gastblog-claim niet verifieerbaar.,n.v.t. — eerst verifiëren of het blog nog actief publiceert.,gastauteur netwerk,niet gevonden,Ondernemersblog met tips inclusief gastblog-mogelijkheden,ondernemers blog Nederland verzuim,WebSearch,C
347,academysuite.nl,C15,2,0.28,LOW (DR <30),estimated,2025-04-23,https://academysuite.nl/blogs/,Blogs over online leren | AcademySuite,HR,L&D-managers en HR-professionals in zorg/welzijn die zoeken naar online leeroplossingen voor behoud van medewerkers.,"Thema is e-learning en kennisontwikkeling, raakt zijdelings aan duurzame inzetbaarheid maar niet aan zenuwstelsel/burn-out.",E-learning module of artikel: 'Zelfregulatie en zenuwstelsel-kennis als onderdeel van duurzame inzetbaarheid in de zorg'.,geen info gevonden,niet gevonden,Opleidingsplatform met blogs over behoud zorgmedewerkers.,SectorplanPlus zorg welzijn,WebSearch,B
348,code24.nl,C14,2,0.28,LOW (DR <30),estimated,2025-02-04,https://blog.code24.nl/en,CODE24 Blog (recente posts 2025),geen-match,"Tech- en zorg-IT-professionals, met case-stories over team-veerkracht.","Tech-bureau met healthcare-IT-focus; raakt mentale veerkracht slechts via case-story, geen HR/arbo-doelgroep.",Mentale veerkracht in tech-teams: hoe leidinggevenden zenuwstelsel-signalen herkennen voor burn-out toeslaat.,geen info gevonden,niet gevonden,Tech-bureau dat case-stories deelt over mentale veerkracht met OpenUp.,OpenUp blog,WebSearch,A
349,jehcoaching.nl,C11,2,0.28,LOW (DR <30),estimated,2025-03-13,https://www.jehcoaching.nl/mentaal-coaching/,Mentaal coaching artikel over EU-erkenning coaching,coach,Cliënten en bedrijven die mentale coaching zoeken (werknemers/onderwijs); kleine praktijksite.,"Persoonlijke praktijksite met coachvak-content, beperkte schaal en geen open redactie zichtbaar.",Zenuwstelselregulatie als verdieping voor mentaal coaches in werk- en onderwijscontext.,geen info gevonden,niet gevonden,Coachingsblog met inhoudelijke artikelen over ICF en coachvak.,coach federatie Nederland blog,WebSearch,F
350,nestor.nl,C2,2,0.28,LOW (DR <30),estimated,2025-02-10,https://www.nestor.nl/single-post/lancering-vaksterk-app-een-nieuwe-stap-in-vakmanschap,Lancering Vaksterk-app: een Nieuwe Stap in Vakmanschap,werkgever,Werkgevers en werknemers in de technische installatiebranche; sectorfonds-gerelateerd duurzaam inzetbaarheidsplatform.,Sectorspecifiek (technische installatie) en beperkte zichtbare contentactiviteit; matige fit voor algemeen HR-publiek.,Duurzame inzetbaarheid voor technische professionals: lichaamsbewustzijn en zenuwstelsel als instrument tegen uitval.,geen info gevonden,niet gevonden,Platform Duurzame Inzetbaarheid met content voor oudere werknemers.,platform duurzame inzetbaarheid,WebSearch,F
351,wspgv.nl,C9,2,0.28,LOW (DR <30),estimated,2025-01-16,https://www.wspgv.nl/nieuws/ook-in-gooi-en-vechtstreek-blijft-de-vraag-naar-icters-hoog/,Ook in Gooi en Vechtstreek blijft de vraag naar ICT'ers hoog,werkgever,Werkgevers en werkzoekenden in regio Gooi en Vechtstreek; inclusief werkgeverschap.,Regionaal werkgeversservicepunt met arbeidsmarkt-content; HR-/verzuim-thema slechts indirect.,Inclusief werkgeverschap en zenuwstelsel: hoe regionale werkgevers nieuwe instromers behouden via reguleringspraktijken.,geen info gevonden,niet gevonden,WSP Groot-Voorne met content over inclusief werkgeverschap.,WSP werkgeversservicepunt artikel,WebSearch,A
352,teamiy.com,C15,1,0.275,LOW (DR <30),estimated,2026-01-30,https://teamiy.com/leave-and-attendance-policy-guide/,How to Build an Effective Leave & Attendance Policy for 2025,HR,HR-managers en MKB-ondernemers in Italie/internationaal met HR-software voor verlof en aanwezigheid.,"Engelstalig/internationaal HR-software-platform, geen NL-focus; mismatch met NL-zenuwstelsel-pitch.",Niet relevant voor NL doelgroep.,geen info gevonden,niet gevonden,HR-platform voor maakindustrie met oplossingen en blog.,industrie HR vakblad NL,WebSearch,E
353,aovergelijken.nl,C7,2,0.265,LOW (DR <30),estimated,niet gevonden,niet gevonden,niet gevonden,ondernemer,Zzp'ers en ondernemers die AOV's willen vergelijken; aanvullend financieel adviseurs.,Voornamelijk vergelijkingsfunneltool zonder duidelijke blog/redactionele content; mismatch met HR-/leidinggevenden-doelgroep.,Preventie van arbeidsongeschiktheid bij zzp'ers via zenuwstelsel-regulatie (waarom AOV-claims door burn-out stijgen).,geen info gevonden,niet gevonden,Blogplatform over arbeidsongeschiktheidsverzekeringen.,inkomensverzekeraar blog werkgever,WebSearch,D
354,betuwsverzuimadvies.nl,C2,2,0.265,LOW (DR <30),estimated,niet gevonden,niet gevonden,niet gevonden,werkgever,"Werkgevers, gemeenten, arbodiensten en verzekeraars die verzuim/WIA-advies zoeken (Diane Bouman, casemanager).","Kleine eenmans-praktijk verzuimadvies, mogelijk weinig blogpublicaties — beperkt bereik en geen duidelijke open call.",Hoe een casemanager zenuwstelsel-perspectief kan inzetten bij langdurig psychisch verzuim.,geen info gevonden,niet gevonden,Verzuimadviseur blog met informatie over casemanagement register.,RCMS register casemanagement,WebSearch,B
355,bofit.nl,C11,2,0.265,LOW (DR <30),estimated,niet gevonden,niet gevonden,niet gevonden,coach,Werknemers met burn-out en werkgevers/HR die herstel- en vergoedingstrajecten zoeken (vermoedelijk).,Geen recente content in WebSearch — search-engine pakte alleen homoniem bofit.fi op; live_status onduidelijk en thematisch oppervlakkig.,Herstel van burn-out via gerichte zenuwstelsel-regulatie als aanvulling op gangbare coachingsprotocollen.,geen info gevonden,niet gevonden,Burn-outcoachingsplatform met werkgeversangle en blogs over vergoedingen/herstel.,psycholoog blog werkgever Nederland burn-out,WebSearch,D
356,buddee.nl,C1|C5|C13,2,0.265,LOW (DR <30),estimated,niet gevonden,https://buddee.nl/,niet gevonden,HR,MKB-ondernemers en HR-medewerkers die personeels- en verzuimadministratie willen automatiseren.,"MKB HR/verzuim-platform met passende doelgroep, maar zichtbare contentproductie en gastauteursbeleid niet bevestigd via search.",Zenuwstelselregulatie als preventielaag in MKB verzuimbeleid: hoe kleine werkgevers grote impact maken.,geen info gevonden,niet gevonden,HR-platform voor Nederlandse MKB met blog over verlof en verzuim.,HR-platform verzuim,WebSearch,F
357,coachingvoormij.nl,C11,2,0.265,LOW (DR <30),estimated,niet gevonden,https://www.coachingvoormij.nl/coach-praktijk/emma-van-damme-budgetcoach-amsterdam,Coach-praktijk pagina's,coach,Particulieren die een coach zoeken via een matching-platform met aangesloten coaches.,Matchingplatform met vooral coachprofielen; beperkte zichtbare redactionele blog; lage match voor HR-pitch.,Zenuwstelsel-regulatie als competentie die werknemers via coaches kunnen aanleren.,geen info gevonden,niet gevonden,Coachmatchplatform - mogelijk kanaal voor educatieve content.,coaching platform Nederland gastauteur artikel,WebSearch,E
358,compucase.nl,C2,2,0.265,LOW (DR <30),estimated,niet gevonden,https://www.compucase.nl/,niet gevonden,arbo,"Arbodiensten, werkgevers en HR-professionals die verzuimsoftware en arbomanagement gebruiken.",Vendor-website met vooral productpagina's; geen zichtbaar blog of redactionele content voor gastartikel; thematische match maar geringe content-mogelijkheid.,Hoe verzuimsoftware en zenuwstelsel-perspectief samen vroegsignalering verbeteren voor casemanagers.,geen info gevonden,niet gevonden,Verzuim software-leverancier met B2B content.,verzuim software,WebSearch,C
359,denieuweleider.nl,C6,2,0.265,LOW (DR <30),estimated,niet gevonden,niet gevonden,niet gevonden,coach,Leidinggevenden en coaches die zich verdiepen in authentiek/transformerend leiderschap.,"Geen recente content vindbaar via site-search — mogelijk inactief of laag-volume. Thema (leiderschap/coaching) past wel, mits levend.",Zenuwstelsel-bewust leiderschap: hoe leiders co-regulatie inzetten om burn-out in hun team te voorkomen.,geen info gevonden,niet gevonden,Coachingsplatform met content over authentiek leiderschap,Nederlandse leiderschapscoaching platform blog publiceren,WebSearch,B
360,hartenweg.nl,C16,2,0.265,LOW (DR <30),estimated,niet gevonden,niet gevonden,niet gevonden,coach,Cliënten van Marie-Louise Busscher (Arnhem) met focus op codependentie en lichaamswerk; klein doelgroep.,Inhoudelijk perfecte thematische match (polyvagaal/lichaamswerk) maar zeer kleine praktijksite — beperkte SEO-waarde en geen open call zichtbaar.,Polyvagale theorie als brug tussen praktijk-lichaamswerk en burn-out-preventie op de werkvloer.,geen info gevonden,niet gevonden,Praktijkblog over polyvagaal theorie en lichaamswerk.,polyvagaal theorie blog,WebSearch,F
361,joelaerts.nl,C6,2,0.265,LOW (DR <30),estimated,niet gevonden,https://www.joelaerts.nl/blog/richting-actie-en-groei,"Richting, actie en groei",coach,"Leidinggevenden en professionals die leiderschapsontwikkeling zoeken via boek, blog en presentaties van Joël Aerts.",Persoonlijk blog van leiderschapsauteur; klein bereik en gastauteurs onwaarschijnlijk; eerder podcast/interview-kandidaat dan gastartikel.,Leiders die zichzelf reguleren zijn betere leiders — een gesprek over zenuwstelsel en leiderschap.,geen info gevonden,niet gevonden,Persoonlijke blog over leiderschap leren en ontwikkelen,leiderschap blog Nederland gastauteur,WebSearch,C
